,주류,강목,요목번호,요목명,세목번호,세목명
544,Christianity,"Christian organization, social work & worship",261,Social theology and interreligious relations and attitudes,261.5,Christianity and secular disciplines
545,Christianity,"Christian organization, social work & worship",261,Social theology and interreligious relations and attitudes,261.7,Christianity and political affairs
546,Christianity,"Christian organization, social work & worship",261,Social theology and interreligious relations and attitudes,261.8,Christianity and socioeconomic problems
547,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262,Ecclesiology
548,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.001,"Philosophy and theory, ecumenism, church renewal"
549,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.002-262.005,Standard subdivisions
550,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.006,Organizations
551,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.007-262.009,Standard subdivisions
552,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.01-262.09,"Government and organization, ecclesiology of specific denominations and sects"
553,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.1,Governing leaders of churches
554,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.3-262.4,Specific forms of church government
555,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.5,General councils
556,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.7,Nature of the church
557,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.8,Church and ministerial authority and its denial
558,Christianity,"Christian organization, social work & worship",262,Ecclesiology,262.9,Church law and discipline
559,Christianity,"Christian organization, social work & worship",263,"Days, times, places of religious observance",263,"Days, times, places of religious observance"
560,Christianity,"Christian organization, social work & worship",263,"Days, times, places of religious observance",263.04,"Special topics of days, times, places of religious observance"
561,Christianity,"Christian organization, social work & worship",263,"Days, times, places of religious observance",263.1-263.3,Sabbath and Sunday
562,Christianity,"Christian organization, social work & worship",263,"Days, times, places of religious observance",263.9,Church year and other days and times
563,Christianity,"Christian organization, social work & worship",264,Public worship,264,Public worship
564,Christianity,"Christian organization, social work & worship",264,Public worship,264.001,Philosophy and theory
565,Christianity,"Christian organization, social work & worship",264,Public worship,264.002-264.009,Standard subdivisions
566,Christianity,"Christian organization, social work & worship",264,Public worship,264.01-264.09,Public worship by denominations and sects
567,Christianity,"Christian organization, social work & worship",264,Public worship,264.1-264.9,Specific elements
568,Christianity,"Christian organization, social work & worship",265,"Sacraments, other rites and acts",265,"Sacraments, other rites and acts"
569,Christianity,"Christian organization, social work & worship",265,"Sacraments, other rites and acts",265.1-265.7,Sacraments
570,Christianity,"Christian organization, social work & worship",265,"Sacraments, other rites and acts",265.8,Rites in illness and death
571,Christianity,"Christian organization, social work & worship",265,"Sacraments, other rites and acts",265.9,Other acts
572,Christianity,"Christian organization, social work & worship",266,Missions,266,Missions
573,Christianity,"Christian organization, social work & worship",266,Missions,266.001-266.008,Standard subdivisions
574,Christianity,"Christian organization, social work & worship",266,Missions,266.009,"History, geographic treatment, biography"
575,Christianity,"Christian organization, social work & worship",266,Missions,266.02,Kinds of missions
576,Christianity,"Christian organization, social work & worship",266,Missions,266.1-266.9,Missions of specific denominations and sects
577,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267,Associations for religious work
578,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267.1,Associations for religious work for both men and women
579,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267.2,Men's associations
580,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267.3,Young Men's Christian Associations
581,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267.4,Women's associations
582,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267.5,Young Women's Christian Associations
583,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267.6,Young adults' associations
584,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267.7,Boys' associations
585,Christianity,"Christian organization, social work & worship",267,Associations for religious work,267.8,Girls' associations
586,Christianity,"Christian organization, social work & worship",268,Religious education,268,Religious education
587,Christianity,"Christian organization, social work & worship",268,Religious education,268[.068],Management
588,Christianity,"Christian organization, social work & worship",268,Religious education,268.08,Groups of people
589,Christianity,"Christian organization, social work & worship",268,Religious education,268.092,"Teachers--religious educators--Christian--biography, . . ."
590,Christianity,"Christian organization, social work & worship",268,Religious education,268.1,Administration
591,Christianity,"Christian organization, social work & worship",268,Religious education,268.2,Buildings and equipment
592,Christianity,"Christian organization, social work & worship",268,Religious education,268.3,Personnel
593,Christianity,"Christian organization, social work & worship",268,Religious education,268.4,Religious education of specific groups of people
594,Christianity,"Christian organization, social work & worship",268,Religious education,268.5,Records and rules
595,Christianity,"Christian organization, social work & worship",268,Religious education,268.6,Methods of instruction and study
596,Christianity,"Christian organization, social work & worship",268,Religious education,268.7,Services
597,Christianity,"Christian organization, social work & worship",268,Religious education,268.8,"Specific branches, denominations, sects"
598,Christianity,"Christian organization, social work & worship",269,Spiritual renewal,269,Spiritual renewal
599,Christianity,"Christian organization, social work & worship",269,Spiritual renewal,269.0973,Spiritual renewal--United States
600,Christianity,"Christian organization, social work & worship",269,Spiritual renewal,269.2,Evangelism
601,Christianity,"Christian organization, social work & worship",269,Spiritual renewal,269.4,Pentecostalism and charismatic movement
602,Christianity,"Christian organization, social work & worship",269,Spiritual renewal,269.6,Retreats
603,Christianity,History of Christianity,270,"History, geographic treatment, biography of Christianity",270,"History, geographic treatment, biography of Christianity"
604,Christianity,History of Christianity,270,"History, geographic treatment, biography of Christianity",270.01-270.07,Standard subdivisions
605,Christianity,History of Christianity,270,"History, geographic treatment, biography of Christianity",270.08,Groups of people
606,Christianity,History of Christianity,270,"History, geographic treatment, biography of Christianity",270.09,"Areas, regions, places in general; biography"
607,Christianity,History of Christianity,270,"History, geographic treatment, biography of Christianity",270.1-270.8,Historical periods
608,Christianity,History of Christianity,271-273,Special topics of church history,271-273,Special topics of church history
609,Christianity,History of Christianity,271-273,Special topics of church history,271,Religious congregations and orders in church history
610,Christianity,History of Christianity,271-273,Special topics of church history,272,Persecutions in church history
611,Christianity,History of Christianity,271-273,Special topics of church history,273,Doctrinal controversies and heresies in general church history
612,Christianity,History of Christianity,274-279,"Christianity by specific continents, countries, localities",274-279,"Christianity by specific continents, countries, localities"
613,Christianity,History of Christianity,274-279,"Christianity by specific continents, countries, localities",274,Christianity in Europe
614,Christianity,History of Christianity,274-279,"Christianity by specific continents, countries, localities",275,Christianity in Asia
615,Christianity,History of Christianity,274-279,"Christianity by specific continents, countries, localities",276,Christianity in Africa
616,Christianity,History of Christianity,274-279,"Christianity by specific continents, countries, localities",277,Christianity in North America
617,Christianity,History of Christianity,274-279,"Christianity by specific continents, countries, localities",278,Christianity in South America
618,Christianity,History of Christianity,274-279,"Christianity by specific continents, countries, localities",279,"Christianity in Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica"
619,Christianity,Christian denominations,280,Denominations and sects of Christian church,280,Denominations and sects of Christian church
620,Christianity,Christian denominations,280,Denominations and sects of Christian church,280.01-280.03,Standard subdivisions
621,Christianity,Christian denominations,280,Denominations and sects of Christian church,280.04,Special topics of denominations and sects of Christian church
622,Christianity,Christian denominations,280,Denominations and sects of Christian church,280.05-280.09,Standard subdivisions
623,Christianity,Christian denominations,280,Denominations and sects of Christian church,280.2-280.4,Branches
624,Christianity,Christian denominations,281-289,Specific denomination or sect,281-289,Specific denomination or sect
625,Christianity,Christian denominations,281-289,Specific denomination or sect,281,Early church and Eastern churches
626,Christianity,Christian denominations,281-289,Specific denomination or sect,282,Roman Catholic Church
627,Christianity,Christian denominations,281-289,Specific denomination or sect,283-289,Protestant and other denominations
628,Bible and specific religions,Other religions,290,Other religions,290,Other religions
629,Bible and specific religions,Other religions,292,Classical religion (Greek and Roman religion),292,Classical religion (Greek and Roman religion)
630,Bible and specific religions,Other religions,292,Classical religion (Greek and Roman religion),292.001-292.005,Standard subdivisions
631,Bible and specific religions,Other religions,292,Classical religion (Greek and Roman religion),292[.006],Organizations and management
632,Bible and specific religions,Other religions,292,Classical religion (Greek and Roman religion),292.007,"Education, research, related topics"
633,Bible and specific religions,Other religions,292,Classical religion (Greek and Roman religion),292.008-292.009,Standard subdivisions
634,Bible and specific religions,Other religions,292,Classical religion (Greek and Roman religion),292.07-292.08,Classical religion by specific culture
635,Bible and specific religions,Other religions,292,Classical religion (Greek and Roman religion),292.1-292.9,Specific elements
636,Bible and specific religions,Other religions,293,†Germanic religion,293,†Germanic religion
637,Bible and specific religions,Other religions,293,†Germanic religion,293.13,"Mythology--Germanic religion, . . ."
638,Bible and specific religions,Other religions,293,†Germanic religion,293.211,"Gods and goddesses--Germanic, . . ."
639,Bible and specific religions,Other religions,293,†Germanic religion,293.23,Eschatology--Germanic religion
640,Bible and specific religions,Other religions,293,†Germanic religion,293.4,"Spirituality--Germanic religion, . . ."
641,Bible and specific religions,Other religions,294,Religions of Indic origin,294,Religions of Indic origin
642,Bible and specific religions,Other religions,294,Religions of Indic origin,294.09598,Indic religions--Indonesia
643,Bible and specific religions,Other religions,294,Religions of Indic origin,294.3,Buddhism
644,Bible and specific religions,Other religions,294,Religions of Indic origin,294.4,†Jainism
645,Bible and specific religions,Other religions,294,Religions of Indic origin,294.5,Hinduism
646,Bible and specific religions,Other religions,294,Religions of Indic origin,294.6,†Sikhism
647,Bible and specific religions,Other religions,295,"†Zoroastrianism (Mazdaism, Parseeism)",295,"†Zoroastrianism (Mazdaism, Parseeism)"
648,Bible and specific religions,Other religions,295,"†Zoroastrianism (Mazdaism, Parseeism)",295.092,"Zoroastrianism--biography, . . ."
649,Bible and specific religions,Other religions,295,"†Zoroastrianism (Mazdaism, Parseeism)",295.2,Doctrinal theology--Zoroastrianism
650,Bible and specific religions,Other religions,295,"†Zoroastrianism (Mazdaism, Parseeism)",295.35,"Sacred places--Zoroastrianism, . . ."
651,Bible and specific religions,Other religions,295,"†Zoroastrianism (Mazdaism, Parseeism)",295.36,Festivals--religion--Zoroastrianism
652,Bible and specific religions,Other religions,295,"†Zoroastrianism (Mazdaism, Parseeism)",295.38,Rites--religion--Zoroastrianism
653,Bible and specific religions,Other religions,295,"†Zoroastrianism (Mazdaism, Parseeism)",295.63,"Zoroastrianism--founders, . . ."
654,Bible and specific religions,Other religions,295,"†Zoroastrianism (Mazdaism, Parseeism)",295.82,"Sacred books--Zoroastrianism, . . ."
655,Bible and specific religions,Other religions,296,Judaism,296,Judaism
656,Bible and specific religions,Other religions,296,Judaism,296.05,Judaism--serials
657,Bible and specific religions,Other religions,296,Judaism,296[.06],Organizations and management
658,Bible and specific religions,Other religions,296,Judaism,296.07,"Education, research, related topics"
659,Bible and specific religions,Other religions,296,Judaism,296.08,Groups of people
660,Bible and specific religions,Other religions,296,Judaism,296.09,"History, geographic treatment, biography"
661,Bible and specific religions,Other religions,296,Judaism,296.1,Sources
662,Bible and specific religions,Other religions,296,Judaism,296.3,"Theology, ethics, views of social issues"
663,Bible and specific religions,Other religions,296,Judaism,296.4,"Traditions, rites, public services"
664,Bible and specific religions,Other religions,296,Judaism,296.6,"Leaders, organization, religious education, outreach activity"
665,Bible and specific religions,Other religions,296,Judaism,296.7,"Religious experience, life, practice"
666,Bible and specific religions,Other religions,296,Judaism,296.8,Denominations and movements
667,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297,"Islam, Babism, Bahai Faith"
668,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.01,Islam--philosophy
669,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.0207,Islam--humorous treatment
670,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.03,"Islam--encyclopedias, . . ."
671,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.05,Islam--serials
672,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297[.06],Organizations and management
673,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.07,"Education, research, related topics"
674,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.0811,Men--religion--Islam
675,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.082,Women--religion--Islam
676,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.08341,School boys--religion--Islam
677,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.09,"History, geographic treatment, biography"
678,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.1-297.8,Islam
679,Bible and specific religions,Other religions,297,"Islam, Babism, Bahai Faith",297.9,Babism and Bahai Faith
680,Bible and specific religions,Other religions,299,Religions not provided for elsewhere,299,Religions not provided for elsewhere
681,Bible and specific religions,Other religions,299,Religions not provided for elsewhere,299.1-299.4,"Religions of Indo-European, Semitic, Non-Semitic Afro-Asiatic, North and West Asian, Dravidian origin"
682,Bible and specific religions,Other religions,299,Religions not provided for elsewhere,299.5,Religions of East and Southeast Asian origin
683,Bible and specific religions,Other religions,299,Religions not provided for elsewhere,299.6,Religions originating among Black Africans and people of Black African descent
684,Bible and specific religions,Other religions,299,Religions not provided for elsewhere,299.7,Religions of North American native origin
685,Bible and specific religions,Other religions,299,Religions not provided for elsewhere,299.8,Religions of South American native origin
686,Bible and specific religions,Other religions,299,Religions not provided for elsewhere,299.9,Religions of other origin
687,Social sciences,,300,Social sciences,300,Social sciences
688,Social sciences,,300,Social sciences,300.1,Philosophy and theory
689,Social sciences,,300,Social sciences,300.2,Miscellany
690,Social sciences,,300,Social sciences,300.3-300.9,Standard subdivisions
691,Social sciences,"Social sciences, sociology & anthropology",300,Social sciences,300,Social sciences
692,Social sciences,"Social sciences, sociology & anthropology",300,Social sciences,300.1,Philosophy and theory
693,Social sciences,"Social sciences, sociology & anthropology",300,Social sciences,300.2,Miscellany
694,Social sciences,"Social sciences, sociology & anthropology",300,Social sciences,300.3-300.9,Standard subdivisions
695,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301,Sociology and anthropology
696,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.01,"Sociology--philosophy, . . ."
697,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.03,"Sociology--dictionaries, . . ."
698,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.072,Sociology--research
699,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.092,"Sociologists, . . ."
700,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.09495,"Sociology--Greece, . . ."
701,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.0952,"Sociology--Japan, . . ."
702,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.095693,"Sociology--Cyprus, . . ."
703,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.0973,"Sociology--United States, . . ."
704,Social sciences,"Social sciences, sociology & anthropology",301,Sociology and anthropology,301.7,Nonliterate societies
705,Social sciences,"Social sciences, sociology & anthropology",302-307,Specific topics in sociology and anthropology,302-307,Specific topics in sociology and anthropology
706,Social sciences,"Social sciences, sociology & anthropology",302-307,Specific topics in sociology and anthropology,302,Social interaction
707,Social sciences,"Social sciences, sociology & anthropology",302-307,Specific topics in sociology and anthropology,303,Social processes
708,Social sciences,"Social sciences, sociology & anthropology",302-307,Specific topics in sociology and anthropology,304,Factors affecting social behavior
709,Social sciences,"Social sciences, sociology & anthropology",302-307,Specific topics in sociology and anthropology,305,Groups of people
710,Social sciences,"Social sciences, sociology & anthropology",302-307,Specific topics in sociology and anthropology,306,Culture and institutions
711,Social sciences,"Social sciences, sociology & anthropology",302-307,Specific topics in sociology and anthropology,307,Communities
712,Social sciences,Statistics,310,Collections of general statistics,310,Collections of general statistics
713,Social sciences,Statistics,310,Collections of general statistics,310.723,Statistics (Collections)--descriptive research
714,Social sciences,Statistics,310,Collections of general statistics,310.92,Statistics (Collections)--biography
715,Social sciences,Statistics,310,Collections of general statistics,310[.94-310.99],"Specific continents, countries, localities in modern world"
716,Social sciences,Statistics,314-319,"General statistics of specific continents, countries, localities in modern world",314-319,"General statistics of specific continents, countries, localities in modern world"
717,Social sciences,Statistics,314-319,"General statistics of specific continents, countries, localities in modern world",314,General statistics of Europe
718,Social sciences,Statistics,314-319,"General statistics of specific continents, countries, localities in modern world",315,General statistics of Asia
719,Social sciences,Statistics,314-319,"General statistics of specific continents, countries, localities in modern world",316,General statistics of Africa
720,Social sciences,Statistics,314-319,"General statistics of specific continents, countries, localities in modern world",317,General statistics of North America
721,Social sciences,Statistics,314-319,"General statistics of specific continents, countries, localities in modern world",318,General statistics of South America
722,Social sciences,Statistics,314-319,"General statistics of specific continents, countries, localities in modern world",319,"General statistics of Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica"
723,Social sciences,Political science,320,Political science (Politics and government),320,Political science (Politics and government)
724,Social sciences,Political science,320,Political science (Politics and government),320.01,Philosophy and theory
725,Social sciences,Political science,320,Political science (Politics and government),320.02-320.08,Standard subdivisions
726,Social sciences,Political science,320,Political science (Politics and government),320.09,"History, geographic treatment, biography"
727,Social sciences,Political science,320,Political science (Politics and government),320.1,The state
728,Social sciences,Political science,320,Political science (Politics and government),320.3,Comparative government
729,Social sciences,Political science,320,Political science (Politics and government),320.4,Structure and functions of government
730,Social sciences,Political science,320,Political science (Politics and government),320.5,Political ideologies
731,Social sciences,Political science,320,Political science (Politics and government),320.6,Policy making
732,Social sciences,Political science,320,Political science (Politics and government),320.8,Local government
733,Social sciences,Political science,320,Political science (Politics and government),320.9,Political situation and conditions
734,Social sciences,Political science,321,Systems of governments and states,321,Systems of governments and states
735,Social sciences,Political science,321,Systems of governments and states,321.001-321.009,Standard subdivisions
736,Social sciences,Political science,321,Systems of governments and states,321.01,*Systems of relating parts of a state to the whole
737,Social sciences,Political science,321,Systems of governments and states,321.02-321.08,Kinds of states
738,Social sciences,Political science,321,Systems of governments and states,321.09,Change in system of government
739,Social sciences,Political science,321,Systems of governments and states,321.1,Family-based government
740,Social sciences,Political science,321,Systems of governments and states,321.3-321.9,Systems of government defined by source or exercise of authority
741,Social sciences,Political science,322,Relation of the state to organized groups and their members,322,Relation of the state to organized groups and their members
742,Social sciences,Political science,322,Relation of the state to organized groups and their members,322.1,Religious organizations and groups
743,Social sciences,Political science,322,Relation of the state to organized groups and their members,322.2,Labor movements and groups
744,Social sciences,Political science,322,Relation of the state to organized groups and their members,322.3,Business and industry
745,Social sciences,Political science,322,Relation of the state to organized groups and their members,322.4,Political action groups
746,Social sciences,Political science,322,Relation of the state to organized groups and their members,322.5,Armed services
747,Social sciences,Political science,323,Civil and political rights,323,Civil and political rights
748,Social sciences,Political science,323,Civil and political rights,323.01,Philosophy and theory
749,Social sciences,Political science,323,Civil and political rights,323.04,"Citizen participation; resistance, repression, persecution"
750,Social sciences,Political science,323,Civil and political rights,323.06073,Civil rights--organizations--United States
751,Social sciences,Political science,323,Civil and political rights,323.075,"Civil rights--museums, . . ."
752,Social sciences,Political science,323,Civil and political rights,323.08,Groups of people
753,Social sciences,Political science,323,Civil and political rights,323.092,"Civil rights leaders, . . ."
754,Social sciences,Political science,323,Civil and political rights,323.094953,Civil rights--Epirus (Greece)
755,Social sciences,Political science,323,Civil and political rights,323.0973,Civil rights--United States
756,Social sciences,Political science,323,Civil and political rights,323.09861,Civil rights--Colombia
757,Social sciences,Political science,323,Civil and political rights,323.0994,Civil rights--Australia
758,Social sciences,Political science,323,Civil and political rights,323.1,Civil and political rights of nondominant groups
759,Social sciences,Political science,323,Civil and political rights,323.3,Civil and political rights of other social groups
760,Social sciences,Political science,323,Civil and political rights,323.4,Specific civil rights; limitation and suspension of civil rights
761,Social sciences,Political science,323,Civil and political rights,323.5,Political rights
762,Social sciences,Political science,323,Civil and political rights,323.6,Citizenship and related topics
763,Social sciences,Political science,324,The political process,324,The political process
764,Social sciences,Political science,324,The political process,324[.023],"Politics as a profession, occupation, hobby"
765,Social sciences,Political science,324,The political process,324.02854678,Political process--Internet
766,Social sciences,Political science,324,The political process,324.09,"History, geographic treatment, biography"
767,Social sciences,Political science,324,The political process,324.1,"International party organizations, auxiliaries, activities"
768,Social sciences,Political science,324,The political process,324.2,Political parties
769,Social sciences,Political science,324,The political process,324.3,Auxiliary party organizations
770,Social sciences,Political science,324,The political process,324.4,Interest and pressure groups
771,Social sciences,Political science,324,The political process,324.5,Nominating candidates
772,Social sciences,Political science,324,The political process,324.6,Election systems and procedures; suffrage
773,Social sciences,Political science,324,The political process,324.7,Conduct of election campaigns
774,Social sciences,Political science,324,The political process,324.9,History and geographic treatment of elections
775,Social sciences,Political science,325,International migration and colonization,325,International migration and colonization
776,Social sciences,Political science,325,International migration and colonization,325[.094-325.099],"Specific continents, countries, localities in modern world"
777,Social sciences,Political science,325,International migration and colonization,325.1,International migration to areas (Immigration)
778,Social sciences,Political science,325,International migration and colonization,325.2,International migration from areas (Emigration) and refugees
779,Social sciences,Political science,325,International migration and colonization,325.3,Colonization
780,Social sciences,Political science,325,International migration and colonization,325.4-325.9,"International migration to and colonization in specific continents, countries, localities in modern world"
781,Social sciences,Political science,326,Slavery and emancipation,326,Slavery and emancipation
782,Social sciences,Political science,326,Slavery and emancipation,326.8,Emancipation
783,Social sciences,Political science,327,International relations,327,International relations
784,Social sciences,Political science,327,International relations,327[.01],Philosophy and theory
785,Social sciences,Political science,327,International relations,327.06,Organizations
786,Social sciences,Political science,327,International relations,327.09,"History, geographic treatment, biography"
787,Social sciences,Political science,327,International relations,327.1,Foreign policy and specific topics in international relations
788,Social sciences,Political science,327,International relations,327.2,Diplomacy
789,Social sciences,Political science,327,International relations,327.3-327.9,"Foreign relations of specific continents, countries, localities"
790,Social sciences,Political science,328,The legislative process,328,The legislative process
791,Social sciences,Political science,328,The legislative process,328.014,"Legislative process--language, . . ."
792,Social sciences,Political science,328,The legislative process,328.0601,International organizations
793,Social sciences,Political science,328,The legislative process,328.068,Management
794,Social sciences,Political science,328,The legislative process,328.08,Minority legislators
795,Social sciences,Political science,328,The legislative process,328.092,Legislators--biography
796,Social sciences,Political science,328,The legislative process,328[.094-328.099],"The legislative process in specific continents, countries, localities in modern world"
797,Social sciences,Political science,328,The legislative process,328.1,Rules and procedures of legislative bodies
798,Social sciences,Political science,328,The legislative process,328.2,Initiative and referendum
799,Social sciences,Political science,328,The legislative process,328.3,Specific topics of legislative bodies
800,Social sciences,Political science,328,The legislative process,328.4-328.9,"The legislative process in specific continents, countries, localities in modern world"
801,Social sciences,Economics,330,Economics,330,Economics
802,Social sciences,Economics,330,Economics,330.01,Philosophy and theory
803,Social sciences,Economics,330,Economics,330.02-330.08,Standard subdivisions
804,Social sciences,Economics,330,Economics,330.09,"History, geographic treatment, biography of economics as a discipline"
805,Social sciences,Economics,330,Economics,330.1,"Systems, schools, theories"
806,Social sciences,Economics,330,Economics,330.9,Economic situation and conditions
807,Social sciences,Economics,331-333,"Economics of labor, finance, land, energy",331-333,"Economics of labor, finance, land, energy"
808,Social sciences,Economics,331-333,"Economics of labor, finance, land, energy",331,Labor economics
809,Social sciences,Economics,331-333,"Economics of labor, finance, land, energy",332,Financial economics
810,Social sciences,Economics,331-333,"Economics of labor, finance, land, energy",333,Economics of land and energy
811,Social sciences,Economics,334,Cooperatives,334,Cooperatives
812,Social sciences,Economics,334,Cooperatives,334.09598,"Cooperatives--Indonesia, . . ."
813,Social sciences,Economics,334,Cooperatives,334.1,Housing cooperatives
814,Social sciences,Economics,334,Cooperatives,334.2,Banking and credit cooperatives
815,Social sciences,Economics,334,Cooperatives,334.5,Consumer cooperatives
816,Social sciences,Economics,334,Cooperatives,334.6,Producers' cooperatives
817,Social sciences,Economics,334,Cooperatives,334.7,Benefit societies
818,Social sciences,Economics,335,Socialism and related systems,335,Socialism and related systems
819,Social sciences,Economics,335,Socialism and related systems,335.001-335.009,Standard subdivisions
820,Social sciences,Economics,335,Socialism and related systems,335.02,Utopian systems and schools
821,Social sciences,Economics,335,Socialism and related systems,335.1-335.3,Non-Marxian and quasi-Marxian socialism
822,Social sciences,Economics,335,Socialism and related systems,335.4,Marxian systems
823,Social sciences,Economics,335,Socialism and related systems,335.5,Democratic socialism
824,Social sciences,Economics,335,Socialism and related systems,335.6,Fascism
825,Social sciences,Economics,335,Socialism and related systems,335.7,Christian socialism
826,Social sciences,Economics,335,Socialism and related systems,335.8,Other systems
827,Social sciences,Economics,336,Public finance,336,Public finance
828,Social sciences,Economics,336,Public finance,336.001-336.005,Standard subdivisions
829,Social sciences,Economics,336,Public finance,336.006,Organizations
830,Social sciences,Economics,336,Public finance,336.007-336.008,Standard subdivisions
831,Social sciences,Economics,336,Public finance,336[.009],"History, geographic treatment, biography"
832,Social sciences,Economics,336,Public finance,336.01,Public finance by governmental level
833,Social sciences,Economics,336,Public finance,336.02,Revenue
834,Social sciences,Economics,336,Public finance,336.09,"History; areas, regions, places in general; associations of sovereign states; biography; ancient world"
835,Social sciences,Economics,336,Public finance,336.1-336.2,Specific forms of revenue
836,Social sciences,Economics,336,Public finance,336.3,Public debt and expenditures
837,Social sciences,Economics,336,Public finance,336.4-336.9,"Public finance of specific continents, countries, localities in modern world"
838,Social sciences,Economics,337,International economics,337,International economics
839,Social sciences,Economics,337,International economics,337.091724,"Developing regions--foreign economic relations, . . ."
840,Social sciences,Economics,337,International economics,337[.093-337.099],"Specific continents, countries, localities"
841,Social sciences,Economics,337,International economics,337.1,Multilateral economic cooperation
842,Social sciences,Economics,337,International economics,337.3-337.9,Foreign economic policies and relations of specific jurisdictions and groups of jurisdictions
843,Social sciences,Economics,338,Production,338,Production
844,Social sciences,Economics,338,Production,338.001,Philosophy and theory
845,Social sciences,Economics,338,Production,338.002-338.008,Standard subdivisions
846,Social sciences,Economics,338,Production,338[.009],"History, geographic treatment, biography"
847,Social sciences,Economics,338,Production,338.01,Factors of production
848,Social sciences,Economics,338,Production,338.02,Products and services
849,Social sciences,Economics,338,Production,338.04,Entrepreneurship
850,Social sciences,Economics,338,Production,338.06,Production efficiency
851,Social sciences,Economics,338,Production,338.09,"History, geographic treatment, biography"
852,Social sciences,Economics,338,Production,338.1-338.4,Specific kinds of industries
853,Social sciences,Economics,338,Production,338.5,General production economics
854,Social sciences,Economics,338,Production,338.6,Organization of production
855,Social sciences,Economics,338,Production,338.7,Business enterprises
856,Social sciences,Economics,338,Production,338.8,Combinations
857,Social sciences,Economics,338,Production,338.9,"Economic policy, economic development, economic growth"
858,Social sciences,Economics,339,Macroeconomics and related topics,339,Macroeconomics and related topics
859,Social sciences,Economics,339,Macroeconomics and related topics,339.03,Macroeconomics--dictionaries
860,Social sciences,Economics,339,Macroeconomics and related topics,339.2,Distribution of income and wealth
861,Social sciences,Economics,339,Macroeconomics and related topics,339.3,Product and income accounts
862,Social sciences,Economics,339,Macroeconomics and related topics,339.4,Factors affecting income and wealth
863,Social sciences,Economics,339,Macroeconomics and related topics,339.5,Macroeconomic policy
864,Social sciences,Law,340,Law,340,Law
865,Social sciences,Law,340,Law,340[.01],Philosophy and theory
866,Social sciences,Law,340,Law,340.02-340.09,Standard subdivisions
867,Social sciences,Law,340,Law,340.1,Philosophy and theory of law
868,Social sciences,Law,340,Law,340.2,Comparative law
869,Social sciences,Law,340,Law,340.3,Law reform
870,Social sciences,Law,340,Law,340.5,Legal systems
871,Social sciences,Law,340,Law,340.9,Conflict of laws
872,Social sciences,Law,341,Law of nations,341,Law of nations
873,Social sciences,Law,341,Law of nations,341.02,"Miscellany; treaties, codes, cases"
874,Social sciences,Law,341,Law of nations,341.04,Relation of law of nations and domestic law
875,Social sciences,Law,341,Law of nations,341.09,"History, geographic treatment, biography"
876,Social sciences,Law,341,Law of nations,341.1,Sources of law of nations
877,Social sciences,Law,341,Law of nations,341.2-341.7,Specific topics
